Header Information_RECTYPE,TABLE,TABLE_NUMBER,TABLE_DESCRIPTION,SECTION,SECTION_DESCRIPTION,PART,PART_DESCRIPTION,ORDER,Variable Information_RECTYPE,VARIABLE_NAME,VARIABLE_DESCRIPTION,START_POSITION,FORMAT,CHANGE,CHANGE_TYPE
EAPA,EXPN,6,Detailed Expenditures Files,6,"Appliances, Household Equipment, and Other Selected Items",A,Purchase of Household Appliances,24,EAPA,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5),,
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOGFTA,"Identifier of purchase as gift or non-gift
 CODED
 1  Gift
 2  Non-gift
 BLS derived
",42,CHAR(1)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOGFTA_,"
",43,CHAR(1)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOTHA1,"If CLOTHYA = 900, then CLOTHA1 will contain the first code mentioned of the multiple items indicated in CLOTHYA
Item code
 CODED
 100  Coats, jackets, and furs
 110  Sport coats and tailored jackets
 120  Suits
 130  Vests
 140 Sweaters and sweater sets
 150  Pants, jeans, or shorts
 170 Dresses
 180  Skirts
 190  Shirts, blouses and tops
 200  Undergarments
 210  Hosiery
 220  Nightwear and loungewear
 230  Accessories
 240  Swimsuits, or warm-up or ski suits
 250  Uniforms (for which cost is not reimbursed)
 260  Costumes
 280  Footwear (include athletic shoes not specifically purchased for sports)
 310  Diapers
 330  Layettes
 370  Watches
 380  Jewelry
 900  Combined expense (any item in section/part)
                                                                                                                                   CAPI Section 9",44,CHAR(3)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOTHA1_,"
",47,CHAR(1)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOTHA2,"Same as CLOTHA1, but contains the second item mentioned
 CAPI Section 9
",48,CHAR(3)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOTHA2_,"
",51,CHAR(1)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOTHA3,"Same as CLOTHA1, but contains the third item mentioned
 CAPI Section 9
",52,CHAR(3)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOTHA3_,"
",55,CHAR(1)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOTHA4,"Same as CLOTHA1, but contains the fourth item mentioned
 CAPI Section 9
",56,CHAR(3)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOTHA4_,"
",59,CHAR(1)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOTHA5,"Same as CLOTHA1, but contains the fifth item mentioned
 CAPI Section 9
",60,CHAR(3)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOTHA5_,"
",63,CHAR(1)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOTHA6,"Same as CLOTHA1, but contains the sixth item mentioned
 CAPI Section 9
",64,CHAR(3)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOTHA6_,"
",67,CHAR(1)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOTHA7,"Same as CLOTHA1, but contains the seventh item mentioned
 CAPI Section 9
",68,CHAR(3)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOTHA7_,"
",71,CHAR(1)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOTHA8,"Same as CLOTHA1, but contains the eighth item mentioned
 CAPI Section 9
",72,CHAR(3)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOTHA8_,"
",75,CHAR(1)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOTHA9,"Same as CLOTHA1, but contains the ninth item mentioned
 CAPI Section 9
",76,CHAR(3)
ECLA,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,A,Clothing,29,ECLA,CLOTHA9_,"
",79,CHAR(1)
ECLB,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,B,"Infants Clothing, Watches, Jewelry, and Hairpieces",30,ECLB,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5)
ECLB,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,B,"Infants Clothing, Watches, Jewelry, and Hairpieces",30,ECLB,NEWID,"CU identification number.  Digits 1-7 (CU sequence number, 1 through 9999999) uniquely identify the CU.  Digit 8 is the interview number, 2 through 5.
 It is possible for a CU to skip an interview.  For example, a CU could have a 2nd, 3rd and 5th interview but no 4th interview.
Values of NEWID contain a leading zero. Therefore it will appear the NEWIDs are 7 numbers long, when they are in fact 8 numbers.
 BLS derived",6,NUM(8)
ECLB,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,B,"Infants Clothing, Watches, Jewelry, and Hairpieces",30,ECLB,SEQNO,"Sequence number, uniquely identifies each EXPN record based on order of entries on survey questionnaire
 BLS derived
",14,NUM(3)
ECLB,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,B,"Infants Clothing, Watches, Jewelry, and Hairpieces",30,ECLB,ALCNO,"Allocation number, field in common to all rows.  Identifies rows that are the result of allocation.  If ALCNO is greater than zero then the observation is a result of allocation. ALCNO can be used in conjunction with SEQNO to derive a value which has been allocated and written over with the flag H (see the notes under ""ALLOCATION AND RECORD ORIGIN"" for
 instructions).
 BLS derived
",17,NUM(3)
ECLB,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,B,"Infants Clothing, Watches, Jewelry, and Hairpieces",30,ECLB,REC_ORIG,"Describes the origin of the record, field in common to all records (see ""ALLOCATION AND RECORD ORIGIN"" for the codes and their descriptions).
 BLS derived
",20,CHAR(1)
ECLC,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,C,Sewing Materials,31,ECLC,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5)
ECLC,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,C,Sewing Materials,31,ECLC,NEWID,"CU identification number.  Digits 1-7 (CU sequence number, 1 through 9999999) uniquely identify the CU.  Digit 8 is the interview number, 2 through 5.
 It is possible for a CU to skip an interview.  For example, a CU could have a 2nd, 3rd and 5th interview but no 4th interview.
Values of NEWID contain a leading zero. Therefore it will appear the NEWIDs are 7 numbers long, when they are in fact 8 numbers.
 BLS derived",6,NUM(8)
ECLC,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,C,Sewing Materials,31,ECLC,SEQNO,"Sequence number, uniquely identifies each EXPN record based on order of entries on survey questionnaire
 BLS derived
",14,NUM(3)
ECLC,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,C,Sewing Materials,31,ECLC,ALCNO,"Allocation number, field in common to all rows.  Identifies rows that are the result of allocation.  If ALCNO is greater than zero then the observation is a result of allocation. ALCNO can be used in conjunction with SEQNO to derive a value which has been allocated and written over with the flag H (see the notes under ""ALLOCATION AND RECORD ORIGIN"" for
 instructions).
 BLS derived
",17,NUM(3)
ECLC,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,C,Sewing Materials,31,ECLC,REC_ORIG,"Describes the origin of the record, field in common to all records (see ""ALLOCATION AND RECORD ORIGIN"" for the codes and their descriptions).
 BLS derived
",20,CHAR(1)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,NEWID,"CU identification number.  Digits 1-7 (CU sequence number, 1 through 9999999) uniquely identify the CU.  Digit 8 is the interview number, 2 through 5.
 It is possible for a CU to skip an interview.  For example, a CU could have a 2nd, 3rd and 5th interview but no 4th interview.
Values of NEWID contain a leading zero. Therefore it will appear the NEWIDs are 7 numbers long, when they are in fact 8 numbers.
 BLS derived",6,NUM(8)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,SEQNO,"Sequence number, uniquely identifies each EXPN record based on order of entries on survey questionnaire
 BLS derived
",14,NUM(3)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,ALCNO,"Allocation number, field in common to all rows.  Identifies rows that are the result of allocation.  If ALCNO is greater than zero then the observation is a result of allocation. ALCNO can be used in conjunction with SEQNO to derive a value which has been allocated and written over with the flag H (see the notes under ""ALLOCATION AND RECORD ORIGIN"" for
 instructions).
 BLS derived
",17,NUM(3)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,REC_ORIG,"Describes the origin of the record, field in common to all records (see ""ALLOCATION AND RECORD ORIGIN"" for the codes and their descriptions).
 BLS derived
",20,CHAR(1)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHYD,"Item code
 CODED
 450  Repair, alteration, and tailoring for clothing and accessories
 460  Shoe repair and other shoe services
 470  Watch or jewelry repair
 480  Clothing rental
 490  Clothing storage outside the home
 500  Combined expenses (450-490)
 CAPI Section 9",21,CHAR(3)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHYD_,"
",24,CHAR(1)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLSVGFTC,"Was this service purchased for your CU or for someone outside your CU?
 CODED
 1  CU member
 2  Non-CU member
 CAPI Section 9
",25,CHAR(1)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLSV_FTC,"
",26,CHAR(1)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHMOD,"In what month did you purchase it?
 CAPI Section 9
",27,CHAR(2)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOT_MOD,"
",29,CHAR(1)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLSRVCX,"How much did it cost?
 CAPI Section 9
",30,NUM(6)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLSRVCX_,"
",36,CHAR(1)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHD1,"If CLOTHYD = 500, then CLOTHD1 will contain the first code mentioned of the multiple items indicated in CLOTHYD
Item code
 CODED
 450  Repair, alteration, and tailoring for clothing and accessories
 460  Shoe repair and other shoe services
 470  Watch or jewelry repair
 480  Clothing rental
 490  Clothing storage outside the home
 500  Combined expenses (450-490)
 CAPI Section 9",37,CHAR(3)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHD1_,"
",40,CHAR(1)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHD2,"Same as CLOTHD1, but contains the second item mentioned
 CAPI Section 9
",41,CHAR(3)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHD2_,"
",44,CHAR(1)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHD3,"Same as CLOTHD1, but contains the third item mentioned
 CAPI Section 9
",45,CHAR(3)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHD3_,"
",48,CHAR(1)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHD4,"Same as CLOTHD1, but contains the fourth item mentioned
 CAPI Section 9
",49,CHAR(3)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHD4_,"
",52,CHAR(1)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHD5,"Same as CLOTHD1, but contains the fifth item mentioned
 CAPI Section 9
",53,CHAR(3)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHD5_,"
",56,CHAR(1)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHD6,"Same as CLOTHD1, but contains the sixth item mentioned
 CAPI Section 9
",57,CHAR(3)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHD6_,"
",60,CHAR(1)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHD7,"Same as CLOTHD1, but contains the seventh item mentioned
 CAPI Section 9
",61,CHAR(3)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHD7_,"
",64,CHAR(1)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHD8,"Same as CLOTHD1, but contains the eighth item mentioned
 CAPI Section 9
",65,CHAR(3)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHD8_,"
",68,CHAR(1)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHD9,"Same as CLOTHD1, but contains the ninth item mentioned
 CAPI Section 9
",69,CHAR(3)
ECLD,EXPN,6,Detailed Expenditures Files,9,Clothing and Sewing Materials,D,Clothing Services,32,ECLD,CLOTHD9_,"
",72,CHAR(1)
ECNT,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,B,Contributions,53,ECNT,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5)
ECNT,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,B,Contributions,53,ECNT,NEWID,"CU identification number.  Digits 1-7 (CU sequence number, 1 through 9999999) uniquely identify the CU.  Digit 8 is the interview number, 2 through 5.
 It is possible for a CU to skip an interview.  For example, a CU could have a 2nd, 3rd and 5th interview but no 4th interview.
Values of NEWID contain a leading zero. Therefore it will appear the NEWIDs are 7 numbers long, when they are in fact 8 numbers.
 BLS derived",6,NUM(8)
ECNT,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,B,Contributions,53,ECNT,SEQNO,"Sequence number, uniquely identifies each EXPN record based on order of entries on survey questionnaire
 BLS derived
",14,NUM(3)
ECNT,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,B,Contributions,53,ECNT,ALCNO,"Allocation number, field in common to all rows.  Identifies rows that are the result of allocation.  If ALCNO is greater than zero then the observation is a result of allocation. ALCNO can be used in conjunction with SEQNO to derive a value which has been allocated and written over with the flag H (see the notes under ""ALLOCATION AND RECORD ORIGIN"" for
 instructions).
 BLS derived
",17,NUM(3)
ECNT,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,B,Contributions,53,ECNT,REC_ORIG,"Describes the origin of the record, field in common to all records (see ""ALLOCATION AND RECORD ORIGIN"" for the codes and their descriptions).
 BLS derived
",20,CHAR(1)
ECNT,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,B,Contributions,53,ECNT,CONTCODE,"Contributions
 Item code
 CODED
 100 College student living away from home
 110 Child support
 120 Alimony
 130 Educational institutions
 140 Political organizations
 150 Religious organizations, including churches, temples and mosques
 160 Charities and all other organizations
 170 Any and all other persons not in your CU
 180 Given stocks, bonds, or mutual funds to persons or organizations outside your CU
 CAPI Section 19",21,CHAR(3)
ECNT,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,B,Contributions,53,ECNT,CONT_ODE,"
",24,CHAR(1)
ECNT,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,B,Contributions,53,ECNT,CONTMO,"CODED
 01-12  Month of payment/contribution
 13  Same amount each month
                                                                                                                                  CAPI Section 19",25,CHAR(2)
ECNT,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,B,Contributions,53,ECNT,CONTMO_,"
",27,CHAR(1)
ECNT,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,B,Contributions,53,ECNT,CONTEXPX,"Amount of contribution
 CAPI Section 19
",28,NUM(8)
ECNT,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,B,Contributions,53,ECNT,CONT_XPX,"
",36,CHAR(1)
ECRA,EXPN,6,Detailed Expenditures Files,5,"Construction, Repairs, Alterations and Maintenance of Owned and Rented Property",A,Screening Questions,22,ECRA,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5)
ECRA,EXPN,6,Detailed Expenditures Files,5,"Construction, Repairs, Alterations and Maintenance of Owned and Rented Property",A,Screening Questions,22,ECRA,NEWID,"CU identification number.  Digits 1-7 (CU sequence number, 1 through 9999999) uniquely identify the CU.  Digit 8 is the interview number, 2 through 5.
 It is possible for a CU to skip an interview.  For example, a CU could have a 2nd, 3rd and 5th interview but no 4th interview.
Values of NEWID contain a leading zero. Therefore it will appear the NEWIDs are 7 numbers long, when they are in fact 8 numbers.
 BLS derived",6,NUM(8)
ECRA,EXPN,6,Detailed Expenditures Files,5,"Construction, Repairs, Alterations and Maintenance of Owned and Rented Property",A,Screening Questions,22,ECRA,SEQNO,"Sequence number, uniquely identifies each EXPN record based on order of entries on survey questionnaire
 BLS derived
",14,NUM(3)
ECRA,EXPN,6,Detailed Expenditures Files,5,"Construction, Repairs, Alterations and Maintenance of Owned and Rented Property",A,Screening Questions,22,ECRA,ALCNO,"Allocation number, field in common to all rows.  Identifies rows that are the result of allocation.  If ALCNO is greater than zero then the observation is a result of allocation. ALCNO can be used in conjunction with SEQNO to derive a value which has been allocated and written over with the flag H (see the notes under ""ALLOCATION AND RECORD ORIGIN"" for
 instructions).
 BLS derived
",17,NUM(3)
ECRA,EXPN,6,Detailed Expenditures Files,5,"Construction, Repairs, Alterations and Maintenance of Owned and Rented Property",A,Screening Questions,22,ECRA,REC_ORIG,"Describes the origin of the record, field in common to all records (see ""ALLOCATION AND RECORD ORIGIN"" for the codes and their descriptions).
 BLS derived
",20,CHAR(1)
ECRA,EXPN,6,Detailed Expenditures Files,5,"Construction, Repairs, Alterations and Maintenance of Owned and Rented Property",A,Screening Questions,22,ECRA,CRMCODEA,"What kind of job will the materials for jobs not yet started be used for?
 CODED
 100  Dwellings under construction including a vacation or second home
 110  Building an addition to the house or a new structure including porch, garage or new wing
 120  Finishing a basement or an attic or enclosing a porch  
 130  Remodeling one or more rooms in the house    
 140  Landscaping the ground or planting new shrubs or trees  
 150  Building outdoor patios, walks, fences, or other enclosures, driveways,  permanent swimming pools, or hot tubs  
 160  Repairing outdoor patios, walks, fences, driveways, or permanent swimming pools
 170  Inside painting or papering
 180  Outside painting
 190  Plastering or paneling
 200  Plumbing or water heating installations and repairs  
 210  Electrical work
 220  Heating or air-conditioning jobs
 230  Flooring repair or replacement, including inlaid linoleum or vinyl tile
 231  Wall to wall carpet, original installation
 232  Wall to wall carpet, replacement
 240",21,CHAR(3)
